文件,函数名,函数签名,起始行,总行数,已执行行数,行覆盖率(%)
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scalarScrambleRound,"XXH3_scalarScrambleRound(void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3786</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         void const* XXH_RESTRICT secret,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3787</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                         size_t i)",3765,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_avx512,"XXH3_accumulate_512_avx512(void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3812</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3813</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const void* XXH_RESTRICT secret)",3788,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_avx512,"XXH3_scrambleAcc_avx512(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",3814,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_initCustomSecret_avx512,"XXH3_initCustomSecret_avx512(void* XXH_RESTRICT customSecret, xxh_u64 seed64)",3861,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_avx2,"XXH3_accumulate_512_avx2( void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3921</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>3922</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT secret)",3885,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_avx2,"XXH3_scrambleAcc_avx2(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",3923,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_sse2,"XXH3_accumulate_512_sse2( void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4026</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4027</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT secret)",3955,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_sse2,"XXH3_scrambleAcc_sse2(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",4028,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_neon,"XXH3_accumulate_512_neon( void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4127</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4128</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT secret)",4061,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_neon,"XXH3_scrambleAcc_neon(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",4129,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_vsx,"XXH3_accumulate_512_vsx(  void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4231</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4232</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* XXH_RESTRICT secret)",4169,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_vsx,"XXH3_scrambleAcc_vsx(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",4233,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate_512_scalar,"XXH3_accumulate_512_scalar(void* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4301</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const void* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4302</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     const void* XXH_RESTRICT secret)",4267,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_scrambleAcc_scalar,"XXH3_scrambleAcc_scalar(void* XXH_RESTRICT acc, const void* XXH_RESTRICT secret)",4303,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_initCustomSecret_scalar,"XXH3_initCustomSecret_scalar(void* XXH_RESTRICT customSecret, xxh_u64 seed64)",4312,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_accumulate,"XXH3_accumulate(     xxh_u64* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4448</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                const xxh_u8* XXH_RESTRICT input,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4449</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                const xxh_u8* XXH_RESTRICT secret,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4450</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      size_t nbStripes,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4451</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      XXH3_f_accumulate_512 f_acc512)",4321,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_internal_loop,"XXH3_hashLong_internal_loop(xxh_u64* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4465</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const xxh_u8* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4466</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const xxh_u8* XXH_RESTRICT secret, size_t secretSize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4467</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4468</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            XXH3_f_scrambleAcc f_scramble)",4452,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_mix2Accs,"XXH3_mix2Accs(const xxh_u64* XXH_RESTRICT acc, const xxh_u8* XXH_RESTRICT secret)",4469,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_mergeAccs,"XXH3_mergeAccs(const xxh_u64* XXH_RESTRICT acc, const xxh_u8* XXH_RESTRICT secret, xxh_u64 start)",4498,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_64b_internal,"XXH3_hashLong_64b_internal(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4536</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           const void* XXH_RESTRICT secret, size_t secretSize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4537</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4538</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           XXH3_f_scrambleAcc f_scramble)",4506,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_64b_withSecret,"XXH3_hashLong_64b_withSecret(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4559</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                             XXH64_hash_t seed64, const xxh_u8* XXH_RESTRICT secret, size_t secretLen)",4539,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_64b_default,"XXH3_hashLong_64b_default(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4573</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                          XXH64_hash_t seed64, const xxh_u8* XXH_RESTRICT secret, size_t secretLen)",4560,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_64b_withSeed_internal,"XXH3_hashLong_64b_withSeed_internal(const void* input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4592</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                    XXH64_hash_t seed,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4593</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                    XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4594</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                    XXH3_f_scrambleAcc f_scramble,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4595</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                    XXH3_f_initCustomSecret f_initSec)",4574,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_64b_withSeed,"XXH3_hashLong_64b_withSeed(const void* input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4613</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           XXH64_hash_t seed, const xxh_u8* secret, size_t secretLen)",4596,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_internal,"XXH3_64bits_internal(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4626</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     XXH64_hash_t seed64, const void* XXH_RESTRICT secret, size_t secretLen,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4627</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                     XXH3_hashLong64_f f_hashLong)",4614,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_withSecret,"XXH3_64bits_withSecret(const void* input, size_t len, const void* secret, size_t secretSize)",4628,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_withSeed,"XXH3_64bits_withSeed(const void* input, size_t len, XXH64_hash_t seed)",4658,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_withSecretandSeed,"XXH3_64bits_withSecretandSeed(const void* input, size_t len, const void* secret, size_t secretSize, XXH64_hash_t seed)",4665,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_copyState,"XXH3_copyState(XXH3_state_t* dst_state, const XXH3_state_t* src_state)",4671,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_reset_internal,"XXH3_reset_internal(XXH3_state_t* statePtr,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4770</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    XXH64_hash_t seed,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4771</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const void* secret, size_t secretSize)",4764,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_reset,XXH3_64bits_reset(XXH3_state_t* statePtr),4772,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_reset_withSecret,"XXH3_64bits_reset_withSecret(XXH3_state_t* statePtr, const void* secret, size_t secretSize)",4798,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_reset_withSeed,"XXH3_64bits_reset_withSeed(XXH3_state_t* statePtr, XXH64_hash_t seed)",4807,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_reset_withSecretandSeed,"XXH3_64bits_reset_withSecretandSeed(XXH3_state_t* statePtr, const void* secret, size_t secretSize, XXH64_hash_t seed64)",4818,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_consumeStripes,"XXH3_consumeStripes(xxh_u64* XXH_RESTRICT acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4844</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    size_t* XXH_RESTRICT nbStripesSoFarPtr, size_t nbStripesPerBlock,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4845</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const xxh_u8* XXH_RESTRICT input, size_t nbStripes,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4846</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    const xxh_u8* XXH_RESTRICT secret, size_t secretLimit,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4847</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4848</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                    XXH3_f_scrambleAcc f_scramble)",4830,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_update,"XXH3_update(XXH3_state_t* XXH_RESTRICT const state,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4876</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>            const xxh_u8* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4877</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>            XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>4878</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>            XXH3_f_scrambleAcc f_scramble)",4849,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_64bits_update,"XXH3_64bits_update(XXH3_state_t* state, const void* input, size_t len)",4879,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_digest_long,"XXH3_digest_long (XXH64_hash_t* acc,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5000</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                  const XXH3_state_t* state,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5001</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                  const unsigned char* secret)",4992,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_1to3_128b,"XXH3_len_1to3_128b(const xxh_u8* input, size_t len, const xxh_u8* secret, XXH64_hash_t seed)",5002,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_4to8_128b,"XXH3_len_4to8_128b(const xxh_u8* input, size_t len, const xxh_u8* secret, XXH64_hash_t seed)",5071,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_9to16_128b,"XXH3_len_9to16_128b(const xxh_u8* input, size_t len, const xxh_u8* secret, XXH64_hash_t seed)",5100,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_0to16_128b,"XXH3_len_0to16_128b(const xxh_u8* input, size_t len, const xxh_u8* secret, XXH64_hash_t seed)",5127,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH128_mix32B,"XXH128_mix32B(XXH128_hash_t acc, const xxh_u8* input_1, const xxh_u8* input_2,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5221</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>              const xxh_u8* secret, XXH64_hash_t seed)",5202,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_17to128_128b,"XXH3_len_17to128_128b(const xxh_u8* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5233</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      const xxh_u8* XXH_RESTRICT secret, size_t secretSize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5234</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      XXH64_hash_t seed)",5222,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_len_129to240_128b,"XXH3_len_129to240_128b(const xxh_u8* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5266</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       const xxh_u8* XXH_RESTRICT secret, size_t secretSize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5267</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                       XXH64_hash_t seed)",5235,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_128b_internal,"XXH3_hashLong_128b_internal(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5315</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            const xxh_u8* XXH_RESTRICT secret, size_t secretSize,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5316</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5317</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            XXH3_f_scrambleAcc f_scramble)",5268,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_128b_default,"XXH3_hashLong_128b_default(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5343</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           XXH64_hash_t seed64,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5344</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                           const void* XXH_RESTRICT secret, size_t secretLen)",5318,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_128b_withSecret,"XXH3_hashLong_128b_withSecret(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5357</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              XXH64_hash_t seed64,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5358</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                              const void* XXH_RESTRICT secret, size_t secretLen)",5345,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_128b_withSeed_internal,"XXH3_hashLong_128b_withSeed_internal(const void* XXH_RESTRICT input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5367</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                XXH64_hash_t seed64,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5368</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                XXH3_f_accumulate_512 f_acc512,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5369</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                XXH3_f_scrambleAcc f_scramble,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5370</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                                XXH3_f_initCustomSecret f_initSec)",5359,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_hashLong_128b_withSeed,"XXH3_hashLong_128b_withSeed(const void* input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5388</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                            XXH64_hash_t seed64, const void* XXH_RESTRICT secret, size_t secretLen)",5371,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_internal,"XXH3_128bits_internal(const void* input, size_t len,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5400</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      XXH64_hash_t seed64, const void* XXH_RESTRICT secret, size_t secretLen,</pre></td>
    </tr>

    <tr>
    <td align=""right"" class=""lineno""><pre>5401</pre></td>
    <td align=""right"" class=""linebranch""></td>
    <td align=""right"" class=""linecount ""><pre></pre></td>
    <td align=""left"" class=""src ""><pre>                      XXH3_hashLong128_f f_hl128)",5389,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_withSecret,"XXH3_128bits_withSecret(const void* input, size_t len, const void* secret, size_t secretSize)",5402,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_withSeed,"XXH3_128bits_withSeed(const void* input, size_t len, XXH64_hash_t seed)",5433,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_withSecretandSeed,"XXH3_128bits_withSecretandSeed(const void* input, size_t len, const void* secret, size_t secretSize, XXH64_hash_t seed)",5442,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH128,"XXH128(const void* input, size_t len, XXH64_hash_t seed)",5451,51,0,0.00
lighttpd1-gcov/src/algo_xxhash.h,XXH3_128bits_reset,XXH3_128bits_reset(XXH3_state_t* statePtr),5460,51,0,0.00
